,clust,Balance,Qual_miles,cc1_miles,Bonus_miles,Bonus_trans,Flight_miles_12mo,Flight_trans_12,Days_since_enroll,Award
2713,1,18369,0,1,800,4,700,3,2327,0
2714,8,32824,0,1,1660,5,100,1,2339,1
2715,2,109416,0,5,73665,39,2200,5,2327,1
2716,8,28312,0,1,1726,13,0,0,2335,1
2717,1,78462,0,3,20291,14,0,0,2311,0
2718,8,32740,0,1,10722,4,0,0,2315,1
2719,1,57293,0,1,1000,1,0,0,2319,0
2720,1,174743,0,1,27460,12,0,0,2326,0
2721,8,59486,0,1,3517,4,0,0,2315,1
2722,2,211355,0,2,11238,12,0,0,2294,1
2723,1,56805,0,3,16617,17,0,0,2307,0
2724,1,278258,0,1,1000,1,0,0,2298,0
2725,2,18545,0,3,25053,22,0,0,2304,1
2726,8,5570,0,1,9094,26,0,0,2287,1
2727,2,44690,0,3,24779,15,1000,2,2297,1
2728,2,127835,0,4,52700,21,0,0,2301,1
2729,2,32540,0,4,44283,17,100,1,2297,1
2730,3,54396,629,4,34007,16,0,0,2283,0
2731,3,162840,0,5,57382,15,0,0,2277,0
2732,8,109441,0,1,6500,10,4000,8,2237,1
2733,1,7369,0,1,0,0,0,0,2277,0
2734,1,16378,0,1,0,0,0,0,2272,0
2735,1,39859,0,1,3675,8,0,0,2272,0
2736,1,44214,0,3,24928,13,0,0,2259,0
2737,2,73102,0,3,18156,20,0,0,2272,1
2738,8,3552,0,1,10597,17,0,0,2264,1
2739,1,71593,0,3,22666,17,0,0,2266,0
2740,2,74072,0,4,50272,39,0,0,2264,1
2741,1,42970,0,1,7889,14,0,0,2256,0
2742,2,23385,0,3,18303,15,150,1,2248,1
2743,3,51176,0,4,40397,16,0,0,2243,0
2744,1,12426,0,1,0,0,0,0,2238,0
2745,1,10062,0,1,2000,9,0,0,2242,0
2746,1,34790,0,1,0,0,0,0,2272,0
2747,1,95759,0,1,9198,12,6195,8,2231,0
2748,1,51592,0,1,18678,9,0,0,2230,0
2749,1,23294,0,1,420,4,0,0,2228,0
2750,1,33398,0,3,14086,15,0,0,2223,0
2751,8,229576,0,1,9030,19,9000,18,2217,1
2752,2,60250,0,3,43071,12,0,0,2214,1
2753,2,81871,0,3,23068,20,0,0,2222,1
2754,8,259529,0,1,700,3,200,2,2210,1
2755,1,430,0,1,220,1,0,0,2196,0
2756,1,75949,0,1,952,4,0,0,2195,0
2757,1,44206,0,3,22598,14,500,1,2247,0
2758,8,125274,0,1,3150,4,550,2,2194,1
2759,1,104670,0,1,3993,12,0,0,2202,0
2760,8,282971,0,1,5780,16,300,3,2192,1
2761,2,28731,0,4,29782,11,0,0,2182,1
2762,1,16965,1651,1,2475,13,0,0,2182,0
2763,1,50658,1674,1,1600,3,500,1,2174,0
2764,8,124681,0,1,23392,39,2287,5,2173,1
2765,1,74352,0,3,17868,15,0,0,2188,0
2766,2,70308,0,4,41704,19,0,0,2186,1
2767,1,98722,0,3,18012,19,50,1,2178,0
2768,1,79020,0,1,3422,10,0,0,2179,0
2769,1,28335,0,1,400,3,0,0,2161,0
2770,1,22011,0,1,0,0,0,0,2167,0
2771,3,49436,0,4,33836,13,0,0,2167,0
2772,8,145072,0,1,15000,4,0,0,2152,1
2773,2,8992,0,2,9113,11,0,0,2145,1
2774,1,72497,0,3,24279,13,0,0,2161,0
2775,6,187999,0,4,52429,49,4550,24,2184,1
2776,1,62335,0,1,500,1,0,0,2147,0
2777,1,41556,0,3,26682,4,0,0,2131,0
2778,1,15436,0,1,6147,13,0,0,2138,0
2779,1,109618,0,3,14159,11,0,0,2138,0
2780,3,182228,0,4,41048,12,0,0,2139,0
2781,1,1000,0,1,0,0,0,0,2126,0
2782,1,36699,0,1,2500,13,0,0,2119,0
2783,2,135828,0,3,34495,28,450,2,2142,1
2784,1,39098,0,3,18992,14,0,0,2129,0
2785,1,20713,0,3,13421,12,400,1,2104,0
2786,1,18959,0,1,0,0,0,0,2115,0
2787,1,28010,0,1,150,3,0,0,2115,0
2788,1,148976,0,1,2650,3,650,2,2108,0
2789,8,126680,0,1,18248,39,4723,31,2108,1
2790,1,664,0,1,0,0,0,0,2108,0
2791,2,18533,0,3,27904,14,0,0,2102,1
2792,2,202168,0,3,12463,18,0,0,2098,1
2793,1,4653,2433,1,0,0,0,0,2094,0
2794,2,37839,0,3,11512,16,0,0,2084,1
2795,1,29196,0,2,7011,15,0,0,2082,0
2796,1,38378,0,1,1600,4,600,3,2091,0
2797,1,66716,0,3,22571,16,200,1,2082,0
2798,1,7500,0,1,0,0,0,0,2084,0
2799,1,47992,0,1,645,4,450,1,2073,0
2800,1,85823,0,1,0,0,0,0,2074,0
2801,8,32323,0,1,1250,3,0,0,2074,1
2802,2,87633,0,4,69237,37,4050,9,2068,1
2803,8,104523,0,1,4000,2,0,0,2073,1
2804,1,60856,0,2,17332,8,0,0,2076,0
2805,1,15526,0,1,2750,15,0,0,2063,0
2806,2,83781,0,4,35151,22,200,1,2066,1
2807,1,17681,0,1,500,1,0,0,2059,0
2808,1,76909,0,3,18405,12,0,0,2066,0
2809,1,22084,0,1,2773,10,0,0,2054,0
2810,1,50783,0,3,11595,15,0,0,2060,0
2811,1,43220,0,1,4985,20,100,1,2041,0
2812,1,41275,0,1,0,0,0,0,2035,0
2813,2,13738,0,2,6485,18,900,5,2042,1
2814,1,32270,0,1,0,0,0,0,2040,0
2815,2,22053,0,4,39810,27,0,0,2042,1
2816,1,32708,0,3,11556,13,0,0,2035,0
2817,8,7108,0,1,5598,8,2500,5,2026,1
2818,1,47056,0,1,0,0,0,0,2031,0
2819,2,112197,0,4,32108,16,0,0,2013,1
2820,2,106757,0,5,51234,13,0,0,2013,1
2821,3,105294,0,4,56281,26,850,5,2021,0
2822,1,180481,1249,3,18315,25,3100,7,2019,0
2823,8,169139,0,1,9500,5,0,0,2019,1
2824,1,92406,0,2,9402,26,750,2,1999,0
2825,1,41150,0,1,0,0,0,0,2000,0
2826,1,3831,0,1,2,4,0,0,2013,0
2827,1,48014,0,1,0,0,0,0,2005,0
2828,1,19078,0,1,200,1,200,1,1999,0
2829,2,3965,0,2,8228,12,0,0,2003,1
2830,1,37965,0,1,2250,5,0,0,1998,0
2831,2,69884,0,5,89360,24,450,2,1990,1
2832,1,24557,0,3,18957,20,0,0,1996,0
2833,1,16733,0,1,1000,1,0,0,1983,0
2834,1,41824,0,1,2100,3,0,0,1982,0
2835,8,8188,0,1,500,1,500,1,1985,1
2836,8,36146,0,1,4091,10,3091,9,1975,1
2837,1,37331,0,1,0,0,0,0,1970,0
2838,1,15000,0,1,15000,1,0,0,1976,0
2839,3,232194,0,4,46165,17,0,0,1978,0
2840,5,8557,0,1,200622,5,622,3,1955,1
2841,1,1000,0,1,1000,1,0,0,1970,0
2842,1,84179,0,3,22397,19,0,0,1976,0
2843,1,66590,0,1,1300,13,0,0,1975,0
2844,1,66445,0,3,22276,13,0,0,1975,0
2845,8,174286,0,1,11850,18,2100,5,1950,1
2846,1,33951,0,3,12279,14,0,0,1963,0
2847,1,27204,0,2,7627,16,0,0,1968,0
2848,8,16442,0,1,0,0,0,0,1962,1
2849,2,39669,0,4,31989,14,0,0,1955,1
2850,8,8063,0,1,18250,5,0,0,1950,1
2851,1,15243,0,1,675,3,0,0,1944,0
2852,2,17603,2543,2,7247,14,0,0,1958,1
2853,2,66466,0,4,86952,22,0,0,1956,1
2854,2,52537,0,4,49146,19,100,2,1944,1
2855,8,51172,0,1,500,4,0,0,1939,1
2856,2,56186,0,3,27538,20,400,4,1926,1
2857,1,18074,0,1,1625,6,0,0,1765,0
2858,1,31759,0,1,0,0,0,0,1922,0
2859,1,34007,0,1,440,2,0,0,1937,0
2860,1,28338,0,1,90,2,0,0,1936,0
2861,1,28693,0,2,8229,20,0,0,1937,0
2862,2,15036,0,2,7917,8,0,0,1935,1
2863,1,26797,0,1,0,0,0,0,1928,0
2864,2,79192,0,3,14404,21,150,1,2080,1
2865,1,83651,0,3,14809,18,1997,3,1914,0
2866,2,19128,0,2,10595,27,0,0,1919,1
2867,1,11245,0,1,0,0,0,0,1920,0
2868,1,18735,0,1,4100,19,0,0,1913,0
2869,1,43310,0,3,11943,14,0,0,1804,0
2870,8,51142,0,1,5000,3,0,0,1874,1
2871,1,127588,0,2,11297,11,0,0,1906,0
2872,8,43304,0,1,3750,4,250,2,1887,1
2873,1,33064,0,1,300,3,0,0,1895,0
2874,1,10424,0,1,0,0,0,0,1894,0
2875,1,6517,0,1,2025,8,0,0,1900,0
2876,1,47160,0,1,0,0,0,0,1898,0
2877,1,15584,0,1,2875,16,0,0,1894,0
2878,8,164222,0,1,7300,5,800,3,1892,1
2879,1,248738,0,1,500,1,0,0,1888,0
2880,1,25853,0,3,23163,18,0,0,1886,0
2881,1,113183,0,1,4200,8,600,5,1865,0
2882,3,153664,0,5,55567,17,0,0,1881,0
2883,1,21285,0,1,2375,12,0,0,1879,0
2884,1,70353,0,1,2986,15,150,2,1879,0
2885,1,39728,0,3,16359,11,0,0,1860,0
2886,1,28294,0,1,0,0,0,0,1865,0
2887,1,109505,0,3,15766,23,0,0,1867,0
2888,2,78317,0,3,34282,35,2537,11,1859,1
2889,2,20969,0,3,40234,13,150,1,1831,1
2890,1,36398,0,2,9704,22,0,0,1858,0
2891,10,166199,6168,1,10550,5,50,1,1851,1
2892,2,147770,0,4,64517,31,450,4,1831,1
2893,1,16875,0,1,500,1,0,0,1838,0
2894,1,17060,0,1,0,0,0,0,1836,0
2895,2,44101,0,5,57114,19,0,0,1829,1
2896,8,142729,0,1,0,0,0,0,1823,1
2897,2,23578,0,3,16366,17,500,1,1830,1
2898,1,19881,0,1,800,4,800,4,1822,0
2899,2,62960,0,5,50255,10,0,0,1824,1
2900,1,16685,0,1,400,2,0,0,1817,0
2901,8,33405,0,1,1600,3,0,0,1808,1
2902,1,37211,0,3,23007,18,0,0,1817,0
2903,1,2900,0,1,2900,29,2900,29,1804,0
2904,1,99226,0,2,5796,12,0,0,1811,0
2905,2,31899,0,4,29816,20,500,1,1804,1
2906,1,17769,0,1,5165,10,0,0,1807,0
2907,1,50212,0,1,1507,7,500,1,1801,0
2908,1,32125,0,1,1010,4,500,2,1795,0
2909,1,12120,0,1,1000,1,0,0,1802,0
2910,1,82352,0,1,5760,18,0,0,1797,0
2911,1,6286,0,1,230,3,0,0,1788,0
2912,1,17326,0,1,0,0,0,0,1787,0
2913,2,32234,0,3,17001,13,0,0,1780,1
2914,2,60386,2738,3,24356,14,1565,1,1785,1
2915,1,56174,0,2,6589,15,0,0,1768,0
2916,1,81144,0,1,34664,17,0,0,1769,0
2917,1,51737,0,1,3119,19,0,0,1774,0
2918,3,95537,0,4,29226,17,150,1,1774,0
2919,8,36311,0,1,100,1,100,1,1766,1
2920,1,23518,0,3,11843,13,0,0,1768,0
2921,1,34042,0,1,3463,14,250,1,1761,0
2922,8,19591,0,1,4437,8,0,0,1772,1
2923,1,46455,0,1,6817,11,0,0,1763,0
2924,1,89413,0,3,24667,21,0,0,1767,0
2925,3,169546,0,5,68315,24,600,2,1761,0
2926,1,17135,0,1,60,2,0,0,1747,0
2927,3,72253,0,4,29227,16,0,0,1752,0
2928,1,8344,0,1,1500,2,500,1,1753,0
2929,1,52718,0,3,11540,11,0,0,1755,0
2930,1,23933,0,2,10144,15,0,0,1804,0
2931,1,179207,0,1,7041,6,0,0,3169,0
2932,3,76177,0,4,31922,16,0,0,3057,0
2933,2,11472,0,2,9068,14,0,0,3290,1
2934,3,131635,0,5,60315,9,0,0,2756,0
2935,1,124027,0,2,8698,12,0,0,2952,0
2936,1,15138,0,1,140,3,0,0,2993,0
2937,1,43229,0,1,5000,1,0,0,2644,0
2938,2,310226,0,4,61894,28,1700,9,2900,1
2939,1,27043,0,1,0,0,0,0,2814,0
2940,1,55381,0,1,0,0,0,0,3600,0
2941,1,53983,0,3,24862,13,0,0,3512,0
2942,2,59179,0,3,18908,15,0,0,3530,1
2943,1,43510,0,1,4850,6,350,2,3328,0
2944,1,32886,0,1,3606,10,0,0,3281,0
2945,1,7015,0,1,1150,3,150,2,3398,0
2946,1,19627,0,1,500,1,500,1,3340,0
2947,1,79903,0,1,6600,13,3300,9,3162,0
2948,1,28464,0,1,5167,16,0,0,3344,0
2949,1,9768,0,1,7069,8,100,1,3242,0
2950,8,18522,0,1,4100,8,600,5,3256,1
2951,1,55086,0,1,525,3,400,2,3293,0
2952,1,158986,0,1,3558,14,0,0,3404,0
2953,1,18939,0,1,855,3,0,0,3216,0
2954,8,242018,0,1,3050,3,550,2,3218,1
2955,1,61474,0,1,47717,14,0,0,3354,0
2956,2,53892,1619,3,28641,20,0,0,3131,1
2957,8,23315,0,1,705,5,50,1,3309,1
2958,1,33918,0,1,145,3,0,0,3012,0
2959,1,65926,0,3,11639,17,0,0,3362,0
2960,1,67753,0,3,18303,15,0,0,3134,0
2961,1,49280,0,1,22370,16,0,0,3312,0
2962,2,97606,0,4,42980,24,0,0,3355,1
2963,1,36861,0,1,4642,16,1200,3,3350,0
2964,2,49749,0,3,13609,18,0,0,3265,1
2965,1,36300,0,1,450,2,350,1,3329,0
2966,1,80500,0,3,16368,16,0,0,3146,0
2967,8,8210,0,1,9122,16,0,0,3312,1
2968,1,40257,0,1,12885,31,0,0,3237,0
2969,1,31930,6153,1,1337,6,267,1,3330,0
2970,1,9154,0,1,0,0,0,0,3260,0
2971,1,54345,0,1,1850,8,0,0,3348,0
2972,1,38835,0,1,2625,11,500,1,3378,0
2973,1,4858,0,1,0,0,0,0,3294,0
2974,8,56745,0,1,6000,3,0,0,3280,1
2975,1,87507,0,3,17714,19,0,0,3274,0
2976,1,84126,0,1,5858,11,4358,10,3159,0
2977,1,27566,0,1,6362,24,0,0,3279,0
2978,8,22805,0,1,26334,27,1800,6,3294,1
2979,1,38508,0,3,13523,13,0,0,3279,0
2980,1,8184,0,1,0,0,0,0,2832,0
2981,1,12263,0,1,325,1,325,1,3224,0
2982,1,89576,0,3,20333,15,0,0,3099,0
2983,10,183303,4361,1,11500,3,500,1,3281,1
2984,1,326201,0,1,19350,14,0,0,3119,0
2985,3,132894,0,4,34540,15,0,0,3106,0
2986,1,12881,0,1,500,1,0,0,3244,0
2987,8,114037,0,1,14000,7,500,1,3201,1
2988,1,71682,0,3,11662,11,0,0,3173,0
2989,1,94016,0,1,4773,6,0,0,3161,0
2990,2,71263,0,5,80554,41,0,0,2987,1
2991,1,16341,0,1,0,0,0,0,3190,0
2992,2,60331,0,3,17878,27,0,0,3036,1
2993,2,47966,2947,3,51615,11,650,3,3145,1
2994,3,148086,0,4,32551,14,0,0,2913,0
2995,2,15279,0,3,17984,19,300,1,3139,1
2996,8,0,0,1,5491,18,2116,5,3204,1
2997,1,52885,0,1,1600,6,100,1,3020,0
2998,1,36844,0,2,21715,16,0,0,3161,0
2999,8,142527,1000,1,24091,47,4650,24,3206,1
3000,8,20390,0,1,2500,1,0,0,2528,1
3001,2,29182,0,5,50698,14,0,0,2999,1
3002,3,65207,0,4,34832,18,1450,4,3115,0
3003,1,568,0,1,710,3,0,0,3053,0
3004,1,30759,0,1,510,3,0,0,3195,0
3005,8,276,0,1,2396,3,396,1,3042,1
3006,8,22496,0,1,9712,14,500,1,3180,1
3007,1,23846,0,1,9177,6,0,0,2678,0
3008,1,26505,0,1,0,0,0,0,3102,0
3009,1,72131,0,2,7681,17,0,0,2390,0
3010,1,24406,0,1,5005,14,0,0,3127,0
3011,2,63193,0,3,20372,14,100,1,3036,1
3012,1,23179,0,1,0,0,0,0,2794,0
3013,8,14710,0,1,3500,2,0,0,3149,1
3014,2,74073,0,4,45526,41,200,1,2976,1
3015,2,43348,0,4,68846,25,200,1,2869,1
3016,2,97424,0,5,63796,17,0,0,2873,1
3017,8,20603,0,1,115,5,0,0,3054,1
3018,8,92097,2194,1,20450,8,1850,3,2825,1
3019,1,31520,0,1,130,2,0,0,2858,0
3020,2,29350,0,4,27703,15,0,0,3020,1
3021,2,20537,0,3,44791,21,2612,4,1569,1
3022,1,17376,0,1,4920,11,0,0,2265,0
3023,1,24563,0,1,5718,8,4218,5,1776,0
3024,1,52562,0,3,23773,15,600,2,3021,0
3025,1,48224,0,1,0,0,0,0,2888,0
3026,8,13271,0,1,0,0,0,0,1435,1
3027,8,129919,719,1,7150,5,650,2,3053,1
3028,1,17893,0,2,9623,13,0,0,3074,0
3029,1,52693,0,1,947,4,0,0,2374,0
3030,2,50895,0,4,29618,15,0,0,2980,1
3031,8,36459,0,1,7573,17,5473,15,2885,1
3032,2,68532,0,5,68704,21,0,0,2822,1
3033,1,34862,0,1,2725,5,0,0,3004,0
3034,1,20391,0,1,90,3,0,0,2884,0
3035,8,178010,0,1,5500,4,500,1,2777,1
3036,2,20773,0,3,13619,14,0,0,2765,1
3037,2,264735,0,2,6980,17,0,0,2894,1
3038,1,45883,2611,1,5647,11,0,0,1464,0
3039,1,36978,0,1,100,1,100,1,3033,0
3040,8,449205,1121,1,4750,9,3250,8,3071,1
3041,1,45005,0,1,0,0,0,0,2934,0
3042,2,45533,0,5,56208,16,0,0,2963,1
3043,8,26513,0,1,7670,14,0,0,2678,1
3044,1,20417,0,1,5000,1,0,0,3013,0
3045,1,7490,0,1,0,0,0,0,3042,0
3046,1,14394,0,1,935,4,150,2,2754,0
3047,1,103888,0,1,4379,3,4379,3,2238,0
3048,1,61191,0,2,8502,17,0,0,2112,0
3049,2,7329,0,2,10639,16,0,0,2993,1
3050,1,12688,0,1,0,0,0,0,2993,0
3051,3,106921,0,4,26666,13,0,0,2581,0
3052,1,31668,2576,1,1800,3,300,2,2271,0
3053,2,34996,0,2,6313,14,150,1,2909,1
3054,1,23099,0,1,300,3,300,3,2292,0
3055,1,109133,0,3,21378,16,0,0,2989,0
3056,1,103586,0,1,4000,7,3900,6,2726,0
3057,2,45575,0,3,23223,17,0,0,2964,1
3058,2,76430,0,3,13653,17,0,0,3018,1
3059,1,18059,0,1,0,0,0,0,2019,0
3060,1,188759,0,1,3082,3,0,0,2817,0
3061,2,36953,0,3,25598,16,0,0,2997,1
3062,2,27155,0,4,47252,15,300,1,3001,1
3063,3,89112,4670,2,28670,29,0,0,2680,0
3064,1,72768,0,1,290,3,0,0,2762,0
3065,1,23178,0,1,0,0,0,0,2351,0
3066,1,25676,0,1,0,0,0,0,1597,0
3067,1,63190,0,3,18950,13,250,1,3041,0
3068,1,1666,0,1,980,3,0,0,2761,0
3069,2,105544,0,4,31001,16,500,1,2888,1
3070,2,206287,1761,2,11294,20,150,1,2819,1
3071,1,40255,0,1,2975,13,750,2,2880,0
3072,1,5317,0,1,0,0,0,0,2992,0
3073,2,7606,0,4,29307,17,0,0,2930,1
3074,1,43255,0,1,2691,3,750,1,2864,0
3075,8,22414,0,1,1094,3,0,0,2957,1
3076,3,92225,0,4,48276,19,350,1,2972,0
3077,1,127199,0,1,2563,14,0,0,2917,0
3078,1,12176,0,1,875,7,0,0,2268,0
3079,3,142929,0,4,40826,23,0,0,2803,0
3080,2,28670,0,2,11727,11,0,0,2980,1
3081,1,82122,0,1,700,3,700,3,3044,0
3082,8,54637,0,1,21181,27,4673,21,2927,1
3083,1,6181,0,1,2000,9,0,0,2878,0
3084,8,25485,0,1,9655,10,2800,8,2798,1
3085,1,16136,0,1,0,0,0,0,1177,0
3086,1,128213,0,2,7956,13,500,1,2522,0
3087,1,92492,0,1,11029,6,0,0,2839,0
3088,1,85412,0,3,25102,16,500,1,2816,0
3089,1,46003,0,1,1340,7,0,0,2698,0
3090,1,95982,0,1,3630,3,0,0,2623,0
3091,1,20529,0,1,0,0,0,0,2644,0
3092,2,28254,0,3,17117,19,1050,6,2692,1
3093,1,26101,0,1,3900,15,3900,15,2222,0
3094,1,50939,0,3,16453,16,0,0,2753,0
3095,1,35039,0,1,174,1,0,0,2314,0
3096,3,175501,1000,3,34318,36,7974,19,2691,0
3097,1,1439,0,1,80,2,0,0,2684,0
3098,8,214674,0,1,25688,23,2500,5,2607,1
3099,1,38429,0,1,1004,2,1004,2,2521,0
3100,1,22865,0,1,1750,7,0,0,2375,0
3101,2,23033,0,2,7910,15,0,0,2765,1
3102,1,103172,0,1,3125,3,0,0,2416,0
3103,2,23448,0,4,36941,18,700,3,2675,1
3104,1,115161,0,1,9050,18,3050,15,2417,0
3105,8,58382,0,1,11327,32,4800,23,2480,1
3106,1,156766,0,3,23375,27,0,0,2840,0
3107,1,34137,0,1,335,5,0,0,2593,0
3108,8,17219,0,1,6167,10,3757,6,2627,1
3109,1,43823,0,1,500,1,0,0,2717,0
3110,1,63364,0,3,15415,11,0,0,2560,0
3111,1,18497,0,3,14138,12,0,0,2643,0
3112,1,23173,0,2,7843,8,0,0,2565,0
3113,2,51367,0,4,40004,24,0,0,2434,1
3114,1,34894,0,3,13955,17,0,0,2447,0
3115,1,7422,0,1,2229,3,0,0,2653,0
3116,1,16090,0,1,850,6,850,6,2592,0
3117,1,2784,0,1,0,0,0,0,2066,0
3118,2,54177,0,3,45403,15,500,1,2123,1
3119,2,29326,0,2,23061,7,0,0,2497,1
3120,1,26164,2556,1,0,0,0,0,2566,0
3121,1,29518,0,1,2702,12,0,0,2532,0
3122,1,29754,6396,1,500,1,0,0,2655,0
3123,1,8000,0,1,0,0,0,0,941,0
3124,1,69788,0,1,1500,3,1500,3,2705,0
3125,1,38042,0,1,7658,17,0,0,2606,0
3126,8,23894,0,1,6000,3,0,0,2705,1
3127,3,110628,0,5,63759,13,0,0,2654,0
3128,1,10839,0,1,190,1,190,1,2341,0
3129,2,47513,0,3,19904,13,0,0,2516,1
3130,1,16321,0,1,0,0,0,0,2710,0
3131,1,37550,0,1,0,0,0,0,2579,0
3132,1,37936,0,2,6211,12,0,0,2719,0
3133,2,38061,0,3,34227,18,3600,8,2649,1
3134,1,25934,0,1,370,3,0,0,2565,0
3135,1,54942,0,1,4200,10,4200,10,2610,0
3136,2,139423,0,4,54152,25,500,3,2677,1
3137,2,298505,0,5,130647,32,600,2,2483,1
3138,8,98753,0,1,1475,5,0,0,2619,1
3139,1,25157,0,1,830,3,0,0,2732,0
3140,1,24134,0,1,1250,3,0,0,2390,0
3141,1,6628,0,1,2125,8,0,0,2539,0
3142,1,14504,0,1,0,0,0,0,2329,0
3143,1,36665,0,1,3250,19,0,0,2951,0
3144,1,17481,0,1,1396,3,0,0,586,0
3145,1,33111,0,1,0,0,0,0,2461,0
3146,3,89237,0,4,37668,18,0,0,2533,0
3147,2,93028,0,4,40887,22,0,0,2507,1
3148,3,89094,0,5,55865,13,0,0,2404,0
3149,2,11109,0,5,53627,13,0,0,2623,1
3150,1,14957,0,1,0,0,0,0,2634,0
3151,1,17823,0,1,15323,8,0,0,1453,0
3152,1,8485,0,1,0,0,0,0,2111,0
3153,1,56756,0,3,10851,14,0,0,2068,0
3154,3,99196,0,4,28334,16,0,0,2595,0
3155,1,21736,0,1,6672,10,0,0,2544,0
3156,2,11324,0,3,11082,11,0,0,2661,1
3157,8,60109,0,1,2300,6,2300,6,2501,1
3158,8,129887,0,1,26810,10,810,3,2566,1
3159,1,18150,0,1,240,2,0,0,2538,0
3160,2,57432,0,2,13422,19,5100,12,2546,1
3161,1,32659,0,1,3614,14,0,0,2553,0
3162,8,103203,0,1,3200,4,200,2,1556,1
3163,1,27122,0,1,0,0,0,0,2630,0
3164,1,40252,0,1,1375,4,0,0,2565,0
3165,8,194816,0,1,20822,25,6647,12,2424,1
3166,1,65460,0,1,0,0,0,0,2493,0
3167,8,17863,0,1,0,0,0,0,2028,1
3168,2,28443,0,4,53065,18,150,1,2462,1
3169,8,15655,0,1,2807,12,957,4,2476,1
3170,1,38307,0,1,1500,3,1500,3,2151,0
3171,2,15135,0,3,13357,14,0,0,2579,1
3172,1,73601,0,2,12902,36,2000,4,2624,0
3173,2,31489,0,3,21950,21,0,0,2216,1
3174,8,48852,0,1,1058,3,0,0,2278,1
3175,8,188883,0,1,5500,3,0,0,2613,1
3176,1,37212,0,1,0,0,0,0,2455,0
3177,8,43285,0,1,745,3,0,0,2436,1
3178,1,10758,0,1,0,0,0,0,1777,0
3179,1,40926,0,1,1725,7,0,0,2453,0
3180,8,10915,0,1,5455,15,0,0,2473,1
3181,1,38580,0,1,4337,7,0,0,2168,0
3182,1,26650,0,1,4652,11,4652,11,1958,0
3183,8,25268,888,1,4566,8,800,3,2126,1
3184,1,9338,0,1,200,1,200,1,2371,0
3185,2,67070,0,4,34600,27,2100,10,2416,1
3186,1,19382,0,1,195,2,0,0,2545,0
3187,1,25205,0,1,0,0,0,0,2532,0
3188,1,9634,0,1,9634,5,0,0,2146,0
3189,1,18954,0,1,550,3,550,3,2465,0
3190,1,41279,0,2,8682,14,0,0,2241,0
3191,1,56624,0,1,12311,14,0,0,2491,0
3192,1,11021,0,1,115,2,0,0,2449,0
3193,8,4096,0,1,3802,8,0,0,2433,1
3194,2,5199,0,3,28100,16,0,0,2592,1
3195,1,41072,0,1,3751,15,0,0,2378,0
3196,1,83623,0,1,2692,6,900,4,2395,0
3197,8,15920,0,1,2500,1,0,0,2466,1
3198,1,50674,0,2,22073,12,0,0,1615,0
3199,3,55461,0,4,31658,17,500,2,2315,0
3200,1,93264,0,1,3250,19,0,0,2369,0
3201,1,115154,0,3,13466,17,500,1,2440,0
3202,1,24920,0,1,375,3,0,0,2067,0
3203,1,64924,0,1,14971,13,0,0,1989,0
3204,1,25210,0,1,14500,5,500,1,2138,0
3205,1,41247,0,1,0,0,0,0,2407,0
3206,1,5929,0,1,168,7,0,0,2371,0
3207,1,14457,2288,1,1875,8,0,0,2409,0
3208,8,29067,0,1,485,3,250,1,2147,1
3209,1,112164,0,3,16802,14,0,0,2188,0
3210,1,44764,0,2,5539,6,0,0,2081,0
3211,1,38997,0,1,5158,18,0,0,2399,0
3212,2,115215,0,2,5824,7,0,0,2096,1
3213,1,96714,0,3,17026,15,0,0,2185,0
3214,2,32988,0,4,49484,14,0,0,2161,1
3215,1,11552,0,1,0,0,0,0,481,0
3216,1,38739,0,1,3050,3,550,2,1976,0
3217,3,142989,0,4,26210,14,500,1,2340,0
3218,2,1724,0,3,27305,20,0,0,1784,1
3219,2,56395,0,5,72905,24,1800,4,2344,1
3220,1,11845,0,1,625,2,0,0,2334,0
3221,1,46378,4844,1,2358,5,2358,5,1766,0
3222,1,85071,0,1,6600,4,0,0,2322,0
3223,1,53543,0,1,21183,11,563,2,1149,0
3224,1,33834,0,1,3920,12,0,0,1850,0
3225,8,36839,0,1,4436,6,0,0,2275,1
3226,1,42042,0,2,9846,14,0,0,1606,0
3227,1,72027,0,1,0,0,0,0,2386,0
3228,1,2692,0,1,800,4,50,1,2447,0
3229,1,17818,0,1,0,0,0,0,1709,0
3230,8,70927,0,1,12011,12,1567,8,2096,1
3231,1,57622,0,1,1250,3,0,0,2337,0
3232,1,323,0,1,0,0,0,0,1975,0
3233,1,33530,0,1,0,0,0,0,1777,0
3234,1,16452,0,1,9181,5,0,0,2108,0
3235,0,287033,0,1,26161,58,12873,53,2272,1
3236,2,55487,0,3,23123,19,1150,5,1986,1
3237,2,14648,0,3,21157,12,0,0,1843,1
3238,1,10621,0,1,90,3,0,0,2223,0
3239,1,23224,0,1,1750,7,0,0,2322,0
3240,1,17684,0,1,93,1,0,0,2012,0
3241,8,2477,0,1,2319,6,500,1,2137,1
3242,1,44668,0,1,872,2,0,0,1557,0
3243,1,22461,0,1,150,1,150,1,2223,0
3244,8,103200,0,1,500,1,500,1,2062,1
3245,1,74007,0,2,9259,13,0,0,2181,0
3246,1,22134,0,1,0,0,0,0,2161,0
3247,1,242062,0,1,5125,18,0,0,2150,0
3248,1,24683,0,1,600,2,0,0,2117,0
3249,6,51680,0,4,54926,65,3088,8,2112,1
3250,2,8819,0,3,12472,15,0,0,1920,1
